Datetime,hour,minute,weekday,timestamp,Room,Staff_Needed_Predicted
2025-03-05 22:30:00,22,30,2,1741213800,Pre-K2,2.0
2025-03-05 23:00:00,23,0,2,1741215600,Pre-K2,2.0
2025-03-05 23:30:00,23,30,2,1741217400,Pre-K2,2.0
2025-03-06 00:00:00,0,0,3,1741219200,Pre-K2,2.0
2025-03-06 00:30:00,0,30,3,1741221000,Pre-K2,2.0
2025-03-06 01:00:00,1,0,3,1741222800,Pre-K2,2.0
2025-03-06 01:30:00,1,30,3,1741224600,Pre-K2,2.0
2025-03-06 02:00:00,2,0,3,1741226400,Pre-K2,2.0
2025-03-06 02:30:00,2,30,3,1741228200,Pre-K2,2.0
2025-03-06 03:00:00,3,0,3,1741230000,Pre-K2,2.0
2025-03-06 03:30:00,3,30,3,1741231800,Pre-K2,2.0
2025-03-06 04:00:00,4,0,3,1741233600,Pre-K2,2.0
2025-03-06 04:30:00,4,30,3,1741235400,Pre-K2,2.0
2025-03-06 05:00:00,5,0,3,1741237200,Pre-K2,2.0
2025-03-06 05:30:00,5,30,3,1741239000,Pre-K2,2.0
2025-03-06 06:00:00,6,0,3,1741240800,Pre-K2,2.0
2025-03-06 06:30:00,6,30,3,1741242600,Pre-K2,2.0
2025-03-06 07:00:00,7,0,3,1741244400,Pre-K2,2.0
2025-03-06 07:30:00,7,30,3,1741246200,Pre-K2,2.0
2025-03-06 08:00:00,8,0,3,1741248000,Pre-K2,2.0
2025-03-06 08:30:00,8,30,3,1741249800,Pre-K2,2.0
2025-03-06 09:00:00,9,0,3,1741251600,Pre-K2,2.0
2025-03-06 09:30:00,9,30,3,1741253400,Pre-K2,2.0
2025-03-06 10:00:00,10,0,3,1741255200,Pre-K2,2.0
2025-03-06 10:30:00,10,30,3,1741257000,Pre-K2,2.0
2025-03-06 11:00:00,11,0,3,1741258800,Pre-K2,2.0
2025-03-06 11:30:00,11,30,3,1741260600,Pre-K2,2.0
2025-03-06 12:00:00,12,0,3,1741262400,Pre-K2,2.0
2025-03-06 12:30:00,12,30,3,1741264200,Pre-K2,2.0
2025-03-06 13:00:00,13,0,3,1741266000,Pre-K2,2.0
2025-03-06 13:30:00,13,30,3,1741267800,Pre-K2,2.0
2025-03-06 14:00:00,14,0,3,1741269600,Pre-K2,2.0
2025-03-06 14:30:00,14,30,3,1741271400,Pre-K2,2.0
2025-03-06 15:00:00,15,0,3,1741273200,Pre-K2,2.0
2025-03-06 15:30:00,15,30,3,1741275000,Pre-K2,2.0
2025-03-06 16:00:00,16,0,3,1741276800,Pre-K2,2.0
2025-03-06 16:30:00,16,30,3,1741278600,Pre-K2,2.0
2025-03-06 17:00:00,17,0,3,1741280400,Pre-K2,2.0
2025-03-06 17:30:00,17,30,3,1741282200,Pre-K2,2.0
2025-03-06 18:00:00,18,0,3,1741284000,Pre-K2,2.0
2025-03-06 18:30:00,18,30,3,1741285800,Pre-K2,2.0
2025-03-06 19:00:00,19,0,3,1741287600,Pre-K2,2.0
2025-03-06 19:30:00,19,30,3,1741289400,Pre-K2,2.0
2025-03-06 20:00:00,20,0,3,1741291200,Pre-K2,2.0
2025-03-06 20:30:00,20,30,3,1741293000,Pre-K2,2.0
2025-03-06 21:00:00,21,0,3,1741294800,Pre-K2,2.0
2025-03-06 21:30:00,21,30,3,1741296600,Pre-K2,2.0
2025-03-06 22:00:00,22,0,3,1741298400,Pre-K2,2.0
2025-03-06 22:30:00,22,30,3,1741300200,Pre-K2,2.0
2025-03-06 23:00:00,23,0,3,1741302000,Pre-K2,2.0
2025-03-06 23:30:00,23,30,3,1741303800,Pre-K2,2.0
2025-03-07 00:00:00,0,0,4,1741305600,Pre-K2,2.0
2025-03-07 00:30:00,0,30,4,1741307400,Pre-K2,2.0
2025-03-07 01:00:00,1,0,4,1741309200,Pre-K2,2.0
2025-03-07 01:30:00,1,30,4,1741311000,Pre-K2,2.0
2025-03-07 02:00:00,2,0,4,1741312800,Pre-K2,2.0
2025-03-07 02:30:00,2,30,4,1741314600,Pre-K2,2.0
2025-03-07 03:00:00,3,0,4,1741316400,Pre-K2,2.0
2025-03-07 03:30:00,3,30,4,1741318200,Pre-K2,2.0
2025-03-07 04:00:00,4,0,4,1741320000,Pre-K2,2.0
2025-03-07 04:30:00,4,30,4,1741321800,Pre-K2,2.0
2025-03-07 05:00:00,5,0,4,1741323600,Pre-K2,2.0
2025-03-07 05:30:00,5,30,4,1741325400,Pre-K2,2.0
2025-03-07 06:00:00,6,0,4,1741327200,Pre-K2,2.0
2025-03-07 06:30:00,6,30,4,1741329000,Pre-K2,2.0
2025-03-07 07:00:00,7,0,4,1741330800,Pre-K2,2.0
2025-03-07 07:30:00,7,30,4,1741332600,Pre-K2,2.0
2025-03-07 08:00:00,8,0,4,1741334400,Pre-K2,2.0
2025-03-07 08:30:00,8,30,4,1741336200,Pre-K2,2.0
2025-03-07 09:00:00,9,0,4,1741338000,Pre-K2,2.0
2025-03-07 09:30:00,9,30,4,1741339800,Pre-K2,2.0
2025-03-07 10:00:00,10,0,4,1741341600,Pre-K2,2.0
2025-03-07 10:30:00,10,30,4,1741343400,Pre-K2,2.0
2025-03-07 11:00:00,11,0,4,1741345200,Pre-K2,2.0
2025-03-07 11:30:00,11,30,4,1741347000,Pre-K2,2.0
2025-03-07 12:00:00,12,0,4,1741348800,Pre-K2,2.0
2025-03-07 12:30:00,12,30,4,1741350600,Pre-K2,2.0
2025-03-07 13:00:00,13,0,4,1741352400,Pre-K2,2.0
2025-03-07 13:30:00,13,30,4,1741354200,Pre-K2,2.0
2025-03-07 14:00:00,14,0,4,1741356000,Pre-K2,2.0
2025-03-07 14:30:00,14,30,4,1741357800,Pre-K2,2.0
2025-03-07 15:00:00,15,0,4,1741359600,Pre-K2,2.0
2025-03-07 15:30:00,15,30,4,1741361400,Pre-K2,2.0
2025-03-07 16:00:00,16,0,4,1741363200,Pre-K2,2.0
2025-03-07 16:30:00,16,30,4,1741365000,Pre-K2,2.0
2025-03-07 17:00:00,17,0,4,1741366800,Pre-K2,2.0
2025-03-07 17:30:00,17,30,4,1741368600,Pre-K2,2.0
2025-02-28 17:30:00,17,30,4,1740763800,Grampy Tom Preschool,2.0
2025-02-28 18:00:00,18,0,4,1740765600,Grampy Tom Preschool,2.0
2025-02-28 18:30:00,18,30,4,1740767400,Grampy Tom Preschool,2.0
2025-02-28 19:00:00,19,0,4,1740769200,Grampy Tom Preschool,2.0
2025-02-28 19:30:00,19,30,4,1740771000,Grampy Tom Preschool,2.0
2025-02-28 20:00:00,20,0,4,1740772800,Grampy Tom Preschool,2.0
2025-02-28 20:30:00,20,30,4,1740774600,Grampy Tom Preschool,2.0
2025-02-28 21:00:00,21,0,4,1740776400,Grampy Tom Preschool,2.0
2025-02-28 21:30:00,21,30,4,1740778200,Grampy Tom Preschool,2.0
2025-02-28 22:00:00,22,0,4,1740780000,Grampy Tom Preschool,2.0
2025-02-28 22:30:00,22,30,4,1740781800,Grampy Tom Preschool,2.0
2025-02-28 23:00:00,23,0,4,1740783600,Grampy Tom Preschool,2.0
2025-02-28 23:30:00,23,30,4,1740785400,Grampy Tom Preschool,2.0
2025-03-03 00:00:00,0,0,0,1740960000,Grampy Tom Preschool,2.0
2025-03-03 00:30:00,0,30,0,1740961800,Grampy Tom Preschool,2.0
2025-03-03 01:00:00,1,0,0,1740963600,Grampy Tom Preschool,2.0
2025-03-03 01:30:00,1,30,0,1740965400,Grampy Tom Preschool,2.0
2025-03-03 02:00:00,2,0,0,1740967200,Grampy Tom Preschool,2.0
2025-03-03 02:30:00,2,30,0,1740969000,Grampy Tom Preschool,2.0
2025-03-03 03:00:00,3,0,0,1740970800,Grampy Tom Preschool,2.0
2025-03-03 03:30:00,3,30,0,1740972600,Grampy Tom Preschool,2.0
2025-03-03 04:00:00,4,0,0,1740974400,Grampy Tom Preschool,2.0
2025-03-03 04:30:00,4,30,0,1740976200,Grampy Tom Preschool,2.0
2025-03-03 05:00:00,5,0,0,1740978000,Grampy Tom Preschool,2.0
2025-03-03 05:30:00,5,30,0,1740979800,Grampy Tom Preschool,2.0
2025-03-03 06:00:00,6,0,0,1740981600,Grampy Tom Preschool,2.0
2025-03-03 06:30:00,6,30,0,1740983400,Grampy Tom Preschool,2.0
2025-03-03 07:00:00,7,0,0,1740985200,Grampy Tom Preschool,2.0
2025-03-03 07:30:00,7,30,0,1740987000,Grampy Tom Preschool,2.0
2025-03-03 08:00:00,8,0,0,1740988800,Grampy Tom Preschool,2.0
2025-03-03 08:30:00,8,30,0,1740990600,Grampy Tom Preschool,2.0
2025-03-03 09:00:00,9,0,0,1740992400,Grampy Tom Preschool,2.0
2025-03-03 09:30:00,9,30,0,1740994200,Grampy Tom Preschool,2.0
2025-03-03 10:00:00,10,0,0,1740996000,Grampy Tom Preschool,2.0
2025-03-03 10:30:00,10,30,0,1740997800,Grampy Tom Preschool,2.0
2025-03-03 11:00:00,11,0,0,1740999600,Grampy Tom Preschool,2.0
2025-03-03 11:30:00,11,30,0,1741001400,Grampy Tom Preschool,2.0
2025-03-03 12:00:00,12,0,0,1741003200,Grampy Tom Preschool,2.0
2025-03-03 12:30:00,12,30,0,1741005000,Grampy Tom Preschool,2.0
2025-03-03 13:00:00,13,0,0,1741006800,Grampy Tom Preschool,2.0
2025-03-03 13:30:00,13,30,0,1741008600,Grampy Tom Preschool,2.0
2025-03-03 14:00:00,14,0,0,1741010400,Grampy Tom Preschool,2.0
2025-03-03 14:30:00,14,30,0,1741012200,Grampy Tom Preschool,2.0
2025-03-03 15:00:00,15,0,0,1741014000,Grampy Tom Preschool,2.0
2025-03-03 15:30:00,15,30,0,1741015800,Grampy Tom Preschool,2.0
2025-03-03 16:00:00,16,0,0,1741017600,Grampy Tom Preschool,2.0
2025-03-03 16:30:00,16,30,0,1741019400,Grampy Tom Preschool,2.0
2025-03-03 17:00:00,17,0,0,1741021200,Grampy Tom Preschool,2.0
2025-03-03 17:30:00,17,30,0,1741023000,Grampy Tom Preschool,2.0
2025-03-03 18:00:00,18,0,0,1741024800,Grampy Tom Preschool,2.0
2025-03-03 18:30:00,18,30,0,1741026600,Grampy Tom Preschool,2.0
2025-03-03 19:00:00,19,0,0,1741028400,Grampy Tom Preschool,2.0
2025-03-03 19:30:00,19,30,0,1741030200,Grampy Tom Preschool,2.0
2025-03-03 20:00:00,20,0,0,1741032000,Grampy Tom Preschool,2.0
2025-03-03 20:30:00,20,30,0,1741033800,Grampy Tom Preschool,2.0
2025-03-03 21:00:00,21,0,0,1741035600,Grampy Tom Preschool,2.0
2025-03-03 21:30:00,21,30,0,1741037400,Grampy Tom Preschool,2.0
2025-03-03 22:00:00,22,0,0,1741039200,Grampy Tom Preschool,2.0
2025-03-03 22:30:00,22,30,0,1741041000,Grampy Tom Preschool,2.0
2025-03-03 23:00:00,23,0,0,1741042800,Grampy Tom Preschool,2.0
2025-03-03 23:30:00,23,30,0,1741044600,Grampy Tom Preschool,2.0
2025-03-04 00:00:00,0,0,1,1741046400,Grampy Tom Preschool,2.0
2025-03-04 00:30:00,0,30,1,1741048200,Grampy Tom Preschool,2.0
2025-03-04 01:00:00,1,0,1,1741050000,Grampy Tom Preschool,2.0
2025-03-04 01:30:00,1,30,1,1741051800,Grampy Tom Preschool,2.0
2025-03-04 02:00:00,2,0,1,1741053600,Grampy Tom Preschool,2.0
2025-03-04 02:30:00,2,30,1,1741055400,Grampy Tom Preschool,2.0
2025-03-04 03:00:00,3,0,1,1741057200,Grampy Tom Preschool,2.0
2025-03-04 03:30:00,3,30,1,1741059000,Grampy Tom Preschool,2.0
2025-03-04 04:00:00,4,0,1,1741060800,Grampy Tom Preschool,2.0
2025-03-04 04:30:00,4,30,1,1741062600,Grampy Tom Preschool,2.0
2025-03-04 05:00:00,5,0,1,1741064400,Grampy Tom Preschool,2.0
2025-03-04 05:30:00,5,30,1,1741066200,Grampy Tom Preschool,2.0
2025-03-04 06:00:00,6,0,1,1741068000,Grampy Tom Preschool,2.0
2025-03-04 06:30:00,6,30,1,1741069800,Grampy Tom Preschool,2.0
2025-03-04 07:00:00,7,0,1,1741071600,Grampy Tom Preschool,2.0
2025-03-04 07:30:00,7,30,1,1741073400,Grampy Tom Preschool,2.0
2025-03-04 08:00:00,8,0,1,1741075200,Grampy Tom Preschool,2.0
2025-03-04 08:30:00,8,30,1,1741077000,Grampy Tom Preschool,2.0
2025-03-04 09:00:00,9,0,1,1741078800,Grampy Tom Preschool,2.0
2025-03-04 09:30:00,9,30,1,1741080600,Grampy Tom Preschool,2.0
2025-03-04 10:00:00,10,0,1,1741082400,Grampy Tom Preschool,2.0
2025-03-04 10:30:00,10,30,1,1741084200,Grampy Tom Preschool,2.0
2025-03-04 11:00:00,11,0,1,1741086000,Grampy Tom Preschool,2.0
2025-03-04 11:30:00,11,30,1,1741087800,Grampy Tom Preschool,2.0
2025-03-04 12:00:00,12,0,1,1741089600,Grampy Tom Preschool,2.0
2025-03-04 12:30:00,12,30,1,1741091400,Grampy Tom Preschool,2.0
2025-03-04 13:00:00,13,0,1,1741093200,Grampy Tom Preschool,2.0
2025-03-04 13:30:00,13,30,1,1741095000,Grampy Tom Preschool,2.0
2025-03-04 14:00:00,14,0,1,1741096800,Grampy Tom Preschool,2.0
2025-03-04 14:30:00,14,30,1,1741098600,Grampy Tom Preschool,2.0
2025-03-04 15:00:00,15,0,1,1741100400,Grampy Tom Preschool,2.0
2025-03-04 15:30:00,15,30,1,1741102200,Grampy Tom Preschool,2.0
2025-03-04 16:00:00,16,0,1,1741104000,Grampy Tom Preschool,2.0
2025-03-04 16:30:00,16,30,1,1741105800,Grampy Tom Preschool,2.0
2025-03-04 17:00:00,17,0,1,1741107600,Grampy Tom Preschool,2.0
2025-03-04 17:30:00,17,30,1,1741109400,Grampy Tom Preschool,2.0
2025-03-04 18:00:00,18,0,1,1741111200,Grampy Tom Preschool,2.0
2025-03-04 18:30:00,18,30,1,1741113000,Grampy Tom Preschool,2.0
2025-03-04 19:00:00,19,0,1,1741114800,Grampy Tom Preschool,2.0
2025-03-04 19:30:00,19,30,1,1741116600,Grampy Tom Preschool,2.0
2025-03-04 20:00:00,20,0,1,1741118400,Grampy Tom Preschool,2.0
2025-03-04 20:30:00,20,30,1,1741120200,Grampy Tom Preschool,2.0
2025-03-04 21:00:00,21,0,1,1741122000,Grampy Tom Preschool,2.0
2025-03-04 21:30:00,21,30,1,1741123800,Grampy Tom Preschool,2.0
2025-03-04 22:00:00,22,0,1,1741125600,Grampy Tom Preschool,2.0
2025-03-04 22:30:00,22,30,1,1741127400,Grampy Tom Preschool,2.0
2025-03-04 23:00:00,23,0,1,1741129200,Grampy Tom Preschool,2.0
2025-03-04 23:30:00,23,30,1,1741131000,Grampy Tom Preschool,2.0
2025-03-05 00:00:00,0,0,2,1741132800,Grampy Tom Preschool,2.0
2025-03-05 00:30:00,0,30,2,1741134600,Grampy Tom Preschool,2.0
2025-03-05 01:00:00,1,0,2,1741136400,Grampy Tom Preschool,2.0
2025-03-05 01:30:00,1,30,2,1741138200,Grampy Tom Preschool,2.0
2025-03-05 02:00:00,2,0,2,1741140000,Grampy Tom Preschool,2.0
2025-03-05 02:30:00,2,30,2,1741141800,Grampy Tom Preschool,2.0
2025-03-05 03:00:00,3,0,2,1741143600,Grampy Tom Preschool,2.0
2025-03-05 03:30:00,3,30,2,1741145400,Grampy Tom Preschool,2.0
2025-03-05 04:00:00,4,0,2,1741147200,Grampy Tom Preschool,2.0
2025-03-05 04:30:00,4,30,2,1741149000,Grampy Tom Preschool,2.0
2025-03-05 05:00:00,5,0,2,1741150800,Grampy Tom Preschool,2.0
2025-03-05 05:30:00,5,30,2,1741152600,Grampy Tom Preschool,2.0
2025-03-05 06:00:00,6,0,2,1741154400,Grampy Tom Preschool,2.0
2025-03-05 06:30:00,6,30,2,1741156200,Grampy Tom Preschool,2.0
2025-03-05 07:00:00,7,0,2,1741158000,Grampy Tom Preschool,2.0
2025-03-05 07:30:00,7,30,2,1741159800,Grampy Tom Preschool,2.0
2025-03-05 08:00:00,8,0,2,1741161600,Grampy Tom Preschool,2.0
2025-03-05 08:30:00,8,30,2,1741163400,Grampy Tom Preschool,2.0
2025-03-05 09:00:00,9,0,2,1741165200,Grampy Tom Preschool,2.0
2025-03-05 09:30:00,9,30,2,1741167000,Grampy Tom Preschool,2.0
2025-03-05 10:00:00,10,0,2,1741168800,Grampy Tom Preschool,2.0
2025-03-05 10:30:00,10,30,2,1741170600,Grampy Tom Preschool,2.0
2025-03-05 11:00:00,11,0,2,1741172400,Grampy Tom Preschool,2.0
2025-03-05 11:30:00,11,30,2,1741174200,Grampy Tom Preschool,2.0
2025-03-05 12:00:00,12,0,2,1741176000,Grampy Tom Preschool,2.0
2025-03-05 12:30:00,12,30,2,1741177800,Grampy Tom Preschool,2.0
2025-03-05 13:00:00,13,0,2,1741179600,Grampy Tom Preschool,2.0
2025-03-05 13:30:00,13,30,2,1741181400,Grampy Tom Preschool,2.0
2025-03-05 14:00:00,14,0,2,1741183200,Grampy Tom Preschool,2.0
2025-03-05 14:30:00,14,30,2,1741185000,Grampy Tom Preschool,2.0
2025-03-05 15:00:00,15,0,2,1741186800,Grampy Tom Preschool,2.0
2025-03-05 15:30:00,15,30,2,1741188600,Grampy Tom Preschool,2.0
2025-03-05 16:00:00,16,0,2,1741190400,Grampy Tom Preschool,2.0
2025-03-05 16:30:00,16,30,2,1741192200,Grampy Tom Preschool,2.0
2025-03-05 17:00:00,17,0,2,1741194000,Grampy Tom Preschool,2.0
2025-03-05 17:30:00,17,30,2,1741195800,Grampy Tom Preschool,2.0
2025-03-05 18:00:00,18,0,2,1741197600,Grampy Tom Preschool,2.0
2025-03-05 18:30:00,18,30,2,1741199400,Grampy Tom Preschool,2.0
2025-03-05 19:00:00,19,0,2,1741201200,Grampy Tom Preschool,2.0
2025-03-05 19:30:00,19,30,2,1741203000,Grampy Tom Preschool,2.0
2025-03-05 20:00:00,20,0,2,1741204800,Grampy Tom Preschool,2.0
2025-03-05 20:30:00,20,30,2,1741206600,Grampy Tom Preschool,2.0
2025-03-05 21:00:00,21,0,2,1741208400,Grampy Tom Preschool,2.0
2025-03-05 21:30:00,21,30,2,1741210200,Grampy Tom Preschool,2.0
2025-03-05 22:00:00,22,0,2,1741212000,Grampy Tom Preschool,2.0
2025-03-05 22:30:00,22,30,2,1741213800,Grampy Tom Preschool,2.0
2025-03-05 23:00:00,23,0,2,1741215600,Grampy Tom Preschool,2.0
2025-03-05 23:30:00,23,30,2,1741217400,Grampy Tom Preschool,2.0
2025-03-06 00:00:00,0,0,3,1741219200,Grampy Tom Preschool,2.0
2025-03-06 00:30:00,0,30,3,1741221000,Grampy Tom Preschool,2.0
2025-03-06 01:00:00,1,0,3,1741222800,Grampy Tom Preschool,2.0
2025-03-06 01:30:00,1,30,3,1741224600,Grampy Tom Preschool,2.0
2025-03-06 02:00:00,2,0,3,1741226400,Grampy Tom Preschool,2.0
2025-03-06 02:30:00,2,30,3,1741228200,Grampy Tom Preschool,2.0
2025-03-06 03:00:00,3,0,3,1741230000,Grampy Tom Preschool,2.0
2025-03-06 03:30:00,3,30,3,1741231800,Grampy Tom Preschool,2.0
2025-03-06 04:00:00,4,0,3,1741233600,Grampy Tom Preschool,2.0
2025-03-06 04:30:00,4,30,3,1741235400,Grampy Tom Preschool,2.0
2025-03-06 05:00:00,5,0,3,1741237200,Grampy Tom Preschool,2.0
2025-03-06 05:30:00,5,30,3,1741239000,Grampy Tom Preschool,2.0
2025-03-06 06:00:00,6,0,3,1741240800,Grampy Tom Preschool,2.0
2025-03-06 06:30:00,6,30,3,1741242600,Grampy Tom Preschool,2.0
2025-03-06 07:00:00,7,0,3,1741244400,Grampy Tom Preschool,2.0
2025-03-06 07:30:00,7,30,3,1741246200,Grampy Tom Preschool,2.0
2025-03-06 08:00:00,8,0,3,1741248000,Grampy Tom Preschool,2.0
2025-03-06 08:30:00,8,30,3,1741249800,Grampy Tom Preschool,2.0
2025-03-06 09:00:00,9,0,3,1741251600,Grampy Tom Preschool,2.0
2025-03-06 09:30:00,9,30,3,1741253400,Grampy Tom Preschool,2.0
2025-03-06 10:00:00,10,0,3,1741255200,Grampy Tom Preschool,2.0
2025-03-06 10:30:00,10,30,3,1741257000,Grampy Tom Preschool,2.0
2025-03-06 11:00:00,11,0,3,1741258800,Grampy Tom Preschool,2.0
2025-03-06 11:30:00,11,30,3,1741260600,Grampy Tom Preschool,2.0
2025-03-06 12:00:00,12,0,3,1741262400,Grampy Tom Preschool,2.0
2025-03-06 12:30:00,12,30,3,1741264200,Grampy Tom Preschool,2.0
2025-03-06 13:00:00,13,0,3,1741266000,Grampy Tom Preschool,2.0
2025-03-06 13:30:00,13,30,3,1741267800,Grampy Tom Preschool,2.0
2025-03-06 14:00:00,14,0,3,1741269600,Grampy Tom Preschool,2.0
2025-03-06 14:30:00,14,30,3,1741271400,Grampy Tom Preschool,2.0
2025-03-06 15:00:00,15,0,3,1741273200,Grampy Tom Preschool,2.0
2025-03-06 15:30:00,15,30,3,1741275000,Grampy Tom Preschool,2.0
2025-03-06 16:00:00,16,0,3,1741276800,Grampy Tom Preschool,2.0
2025-03-06 16:30:00,16,30,3,1741278600,Grampy Tom Preschool,2.0
2025-03-06 17:00:00,17,0,3,1741280400,Grampy Tom Preschool,2.0
2025-03-06 17:30:00,17,30,3,1741282200,Grampy Tom Preschool,2.0
2025-03-06 18:00:00,18,0,3,1741284000,Grampy Tom Preschool,2.0
2025-03-06 18:30:00,18,30,3,1741285800,Grampy Tom Preschool,2.0
2025-03-06 19:00:00,19,0,3,1741287600,Grampy Tom Preschool,2.0
2025-03-06 19:30:00,19,30,3,1741289400,Grampy Tom Preschool,2.0
2025-03-06 20:00:00,20,0,3,1741291200,Grampy Tom Preschool,2.0
2025-03-06 20:30:00,20,30,3,1741293000,Grampy Tom Preschool,2.0
2025-03-06 21:00:00,21,0,3,1741294800,Grampy Tom Preschool,2.0
2025-03-06 21:30:00,21,30,3,1741296600,Grampy Tom Preschool,2.0
2025-03-06 22:00:00,22,0,3,1741298400,Grampy Tom Preschool,2.0
2025-03-06 22:30:00,22,30,3,1741300200,Grampy Tom Preschool,2.0
2025-03-06 23:00:00,23,0,3,1741302000,Grampy Tom Preschool,2.0
2025-03-06 23:30:00,23,30,3,1741303800,Grampy Tom Preschool,2.0
2025-03-07 00:00:00,0,0,4,1741305600,Grampy Tom Preschool,2.0
2025-03-07 00:30:00,0,30,4,1741307400,Grampy Tom Preschool,2.0
2025-03-07 01:00:00,1,0,4,1741309200,Grampy Tom Preschool,2.0
2025-03-07 01:30:00,1,30,4,1741311000,Grampy Tom Preschool,2.0
2025-03-07 02:00:00,2,0,4,1741312800,Grampy Tom Preschool,2.0
2025-03-07 02:30:00,2,30,4,1741314600,Grampy Tom Preschool,2.0
2025-03-07 03:00:00,3,0,4,1741316400,Grampy Tom Preschool,2.0
2025-03-07 03:30:00,3,30,4,1741318200,Grampy Tom Preschool,2.0
2025-03-07 04:00:00,4,0,4,1741320000,Grampy Tom Preschool,2.0
2025-03-07 04:30:00,4,30,4,1741321800,Grampy Tom Preschool,2.0
2025-03-07 05:00:00,5,0,4,1741323600,Grampy Tom Preschool,2.0
2025-03-07 05:30:00,5,30,4,1741325400,Grampy Tom Preschool,2.0
2025-03-07 06:00:00,6,0,4,1741327200,Grampy Tom Preschool,2.0
2025-03-07 06:30:00,6,30,4,1741329000,Grampy Tom Preschool,2.0
2025-03-07 07:00:00,7,0,4,1741330800,Grampy Tom Preschool,2.0
2025-03-07 07:30:00,7,30,4,1741332600,Grampy Tom Preschool,2.0
2025-03-07 08:00:00,8,0,4,1741334400,Grampy Tom Preschool,2.0
2025-03-07 08:30:00,8,30,4,1741336200,Grampy Tom Preschool,2.0
2025-03-07 09:00:00,9,0,4,1741338000,Grampy Tom Preschool,2.0
2025-03-07 09:30:00,9,30,4,1741339800,Grampy Tom Preschool,2.0
2025-03-07 10:00:00,10,0,4,1741341600,Grampy Tom Preschool,2.0
2025-03-07 10:30:00,10,30,4,1741343400,Grampy Tom Preschool,2.0
2025-03-07 11:00:00,11,0,4,1741345200,Grampy Tom Preschool,2.0
2025-03-07 11:30:00,11,30,4,1741347000,Grampy Tom Preschool,2.0
2025-03-07 12:00:00,12,0,4,1741348800,Grampy Tom Preschool,2.0
2025-03-07 12:30:00,12,30,4,1741350600,Grampy Tom Preschool,2.0
2025-03-07 13:00:00,13,0,4,1741352400,Grampy Tom Preschool,2.0
2025-03-07 13:30:00,13,30,4,1741354200,Grampy Tom Preschool,2.0
2025-03-07 14:00:00,14,0,4,1741356000,Grampy Tom Preschool,2.0
2025-03-07 14:30:00,14,30,4,1741357800,Grampy Tom Preschool,2.0
2025-03-07 15:00:00,15,0,4,1741359600,Grampy Tom Preschool,2.0
2025-03-07 15:30:00,15,30,4,1741361400,Grampy Tom Preschool,2.0
2025-03-07 16:00:00,16,0,4,1741363200,Grampy Tom Preschool,2.0
2025-03-07 16:30:00,16,30,4,1741365000,Grampy Tom Preschool,2.0
2025-03-07 17:00:00,17,0,4,1741366800,Grampy Tom Preschool,2.0
2025-02-28 18:00:00,18,0,4,1740765600,Pennie Preschool 1,2.0
2025-02-28 18:30:00,18,30,4,1740767400,Pennie Preschool 1,2.0
2025-02-28 19:00:00,19,0,4,1740769200,Pennie Preschool 1,2.0
2025-02-28 19:30:00,19,30,4,1740771000,Pennie Preschool 1,2.0
2025-02-28 20:00:00,20,0,4,1740772800,Pennie Preschool 1,2.0
2025-02-28 20:30:00,20,30,4,1740774600,Pennie Preschool 1,2.0
2025-02-28 21:00:00,21,0,4,1740776400,Pennie Preschool 1,2.0
2025-02-28 21:30:00,21,30,4,1740778200,Pennie Preschool 1,2.0
2025-02-28 22:00:00,22,0,4,1740780000,Pennie Preschool 1,2.0
2025-02-28 22:30:00,22,30,4,1740781800,Pennie Preschool 1,2.0
2025-02-28 23:00:00,23,0,4,1740783600,Pennie Preschool 1,2.0
2025-02-28 23:30:00,23,30,4,1740785400,Pennie Preschool 1,2.0
2025-03-03 00:00:00,0,0,0,1740960000,Pennie Preschool 1,2.0
2025-03-03 00:30:00,0,30,0,1740961800,Pennie Preschool 1,2.0
2025-03-03 01:00:00,1,0,0,1740963600,Pennie Preschool 1,2.0
2025-03-03 01:30:00,1,30,0,1740965400,Pennie Preschool 1,2.0
2025-03-03 02:00:00,2,0,0,1740967200,Pennie Preschool 1,2.0
2025-03-03 02:30:00,2,30,0,1740969000,Pennie Preschool 1,2.0
2025-03-03 03:00:00,3,0,0,1740970800,Pennie Preschool 1,2.0
2025-03-03 03:30:00,3,30,0,1740972600,Pennie Preschool 1,2.0
2025-03-03 04:00:00,4,0,0,1740974400,Pennie Preschool 1,2.0
2025-03-03 04:30:00,4,30,0,1740976200,Pennie Preschool 1,2.0
2025-03-03 05:00:00,5,0,0,1740978000,Pennie Preschool 1,2.0
2025-03-03 05:30:00,5,30,0,1740979800,Pennie Preschool 1,2.0
2025-03-03 06:00:00,6,0,0,1740981600,Pennie Preschool 1,2.0
2025-03-03 06:30:00,6,30,0,1740983400,Pennie Preschool 1,2.0
2025-03-03 07:00:00,7,0,0,1740985200,Pennie Preschool 1,2.0
2025-03-03 07:30:00,7,30,0,1740987000,Pennie Preschool 1,2.0
2025-03-03 08:00:00,8,0,0,1740988800,Pennie Preschool 1,2.0
2025-03-03 08:30:00,8,30,0,1740990600,Pennie Preschool 1,2.0
2025-03-03 09:00:00,9,0,0,1740992400,Pennie Preschool 1,2.0
2025-03-03 09:30:00,9,30,0,1740994200,Pennie Preschool 1,2.0
2025-03-03 10:00:00,10,0,0,1740996000,Pennie Preschool 1,2.0
